post_content,model_usefulness,моя оценка със санкция,разлика,категоризиране
"""Не харесвам новата платформа на Театър Арвент за купуване на билети и не разбирам защо за няколко представления са премахналите мрежите Grabo и Eventim 😒 бяха толкова удобни! Разбирам хубаво онлайн но можеха да сложат повече опции за плащания не една да си въвеждаш данните на картата 🙁""",0.4,0.4,0.00,Ок
"""Някои книги като ""ТО"" и ""Гробище за…"" впечатляват докато си до определена възраст. Сега на 40 и кусур ако посегна към ""Гробище за…"" може и да не ми допадне. Всъщност и преди като я четох като момиче, повече ми беше страшна, отколкото да я сметна за великата творба на Кинг. Ако трябва да съм честна, това, което ме прави фенка на Стивън Кинг е, че буквално пораснах с книгите му и ги свързвам с младежки спомени разни и как сме го чели с приятелите ми. Ако го нямаше този бекграунд, можеше и да е другояче.""",0.6,0.55,0.05,Ок
""" Ресторант „Камогава“ !++|IMAGE|++! Голям фурор и много отзиви и препоръки чух за нея, но мен не ме впечатли и не ме накара да се влюба. Историята не е особено завладяваща , по скоро мила. Преувеличена ми е и цената от 22лв за 200 странички.""",0.4,0.5,-0.10,Ок
"""Ще излезе в извънреден брой 26/27.03.2025 г.""",0.1,0.2,-0.10,Ок
"""Здравейте, търся: !++|IMAGE|++!++|IMAGE|++!++|IMAGE|++! Ако някой предлага, бих се радвала. Също търся и всякакви други книги от съвременни български автори, подобни на творбите на Боян Боев, Ваня Бойчева, Веселина Кожухарова.""",0.3,0.2,0.10,Ок
"""Ау, много се забавлявах с всичко, което сте пуснали. Изслушах и целия мини албум на Xikers, заслужава си. Оставям още две от песните, за да има за всеки вкус. [video] https://youtube.com/watch?v=AzVWoFyGOLU&si=pUnGOK_-sBM-3GT6 [/video] [video] https://youtube.com/watch?v=9f756FjVGu4&si=zebhyk-IGVL_Z9em [/video] И един кавър на Seonghwa, който мисля, че ще ви допадне. [video] https://youtu.be/aW0LrynH-Z4?si=agpbMCsal-A9jJuD [/video]""",0.6,0.45,0.15,Надценен
"""Гледала съм и двете и не бих препоръчала нито едно от тях. Досадни и разхвърляни представления. И Неодачници, и Капитална грешка. Заглавието ми е доста претенциозно, дано си заслужава, но ако залагат само на силния актьорски състав… Гледах и актьорския каст в другата им предстояща премиера - с реж. Бойка Велкова. Там също са заложили на популярни в момента имена, от… тв сериали. Малко изненадващ ми е изборът на Ириней и на Даниел Върбанов. При толкова популярни актьори на Народния в техния възрастов диапазон. С всичкото ми възможно уважение към тях двамата, естествено.""",0.4,0.5,-0.10,Ок
"""Гласувах за ""Мамник"" и ""Имало едно време два пъти"". Изненадана съм, че се изненадвам от финалистите 😃 Всяка година на челни позиции откривам книги, които никога не бих прочела. Виола Ардоне така ме облъчи с комунистическа пропаганда в ""Детския влак"", че ми стига за години напред.""",0.4,0.35,0.05,Ок
"""И при нас подобно. Едно момиче каза, че ще й е гадже. От тогава, вече 1 година са гаджета в градината. Държат се за ръце, сядат един до друг, играят заедно и момичето е уведомило госпожите, че са гаджета, а когато не е на градина, иска да идва в къщи, защото гаджето я чакало. Голяма обсесия от нейна страна.""",0.3,0.3,0.00,Ок
""" Зависи кой сценичен вариант. Със Сърчаджиева и Ненчо Илчев - не. С Христо Шопов и Лилия Маравиля - да!""",0.3,0.4,-0.10,Ок
""" Ние чакахме три (3!) месеца миналия сезон да ни върнат пари от спектакъл с Иван Юруков! Многократно звъняхме, писахме и т.н., докато накрая просто отидохме на касата с разпечатани билети и ни възстановиха парите. От имейла, който бяха посочили, така и не получихме отговор. Три месеца! За съжаление, нивото на НТ е такова от доста време. Не знам при такъв огромен екип, на никого ли не му правят вчечатление такива неща: реклама за представление на 14 ноември, публикувана на 20 ноември? А линкът отваря дата през януари 😉 !++|IMAGE|++! Не че в Армията е по-различно, ние и при тях отдавна не сме гледали нищо, защото просто няма какво… !++|IMAGE|++!""",0.6,0.45,0.15,Надценен
""" Ние чакахме три (3!) месеца миналия сезон да ни върнат пари от спектакъл с Иван Юруков! Многократно звъняхме, писахме и т.н., докато накрая просто отидохме на касата с разпечатани билети и ни възстановиха парите. От имейла, който бяха посочили, така и не получихме отговор. Три месеца! За съжаление, нивото на НТ е такова от доста време. Огромен екип, а на никого ли не му правят вчечатление такива неща: реклама за представление на 14 ноември, публикувана на 20 ноември? Отделно, че линкът отваря дата през януари 😉 !++|IMAGE|++! Не че в Армията е по-различно, ние и при тях отдавна не сме гледали нищо, защото просто няма какво… !++|IMAGE|++!""",0.6,0.45,0.15,Надценен
"""Снощи започнах ""Просто най-добрият"" на СЕФ и едва се откъснах. Последните ѝ книги никак не харесах, но тази започна доста добре в стила на старите ѝ Чикаго старс, дано се задържи така до края.""",0.4,0.35,0.05,Ок
""" Интересно на мен Смяна ми я дава цяла като я получих по mailbooks и я отворих с Calibre. 101 глави и с Епилог.""",0.3,0.35,-0.05,Ок
"""Хубава марка е Покетбука, но много бързо се драска или пука стъклото и преди години НЕ можах да намеря стъкло, за да го сменя. След това видях, че в Амазон има, но така и не го оправих.""",0.4,0.5,-0.10,Ок
""" Tilda.M. , доста полезна информация, но случаят не беше такъв. Хората, които седяхме по кьошетата бяхме със стандартни билети от по 25 лв, пуснаха ни по-късно в залата. Не знам защо се е получило така, но не е ок, надявам се случаят да е по-скоро изключение.""",0.4,0.3,0.10,Ок
"""Поколението на 70-те - На 50 ще ставам тази година 🙂 Някак ние бяхме по-свързани с живота на село и живота си беше селски, а и бабите и дядовците ни са живели точно в онези тежки времена и доста сме слушали.""",0.4,0.3,0.10,Ок
"""Да, аз съм го гледала. Приятна постановка - на моменти смешна. Чудесна актьорска игра на Анастасия Ингилизова.""",0.3,0.4,-0.10,Ок
"""""Запитай се дали си щастлив и ще спреш да си."" Джон Стюърт Мил""",0.2,0.1,0.10,Ок
""" Много ми хареса, ще потърся ""Някой си господин Пекелни"" и си признам не съм чела нищо на Ромен Гари, макар че съм франкофон, ще се поправя ☺ Благодаря! Продължавам с ""Първата лъжа печели""""",0.3,0.35,-0.05,Ок
"""И мен взеха да ме задушават количествата книги и се опитвам да преустановя купуването, но не ми се получава много. Много се впечатлих, че в последно време не мога да си открия книгите, а преди винаги знаех коя къде е. Може би, тъй като и аз подарявам, дарявам в една библиотека и накрая загубвам дирята. А когато искам да препрочета нещо, обикновено не го намирам, а препрочитам само неща, които много са ми харесали и няма логика да съм ги подарила или дарила.""",0.4,0.45,-0.05,Ок
"""По кое време на годината Taschen имат намаления? Дали има шанс до края на ноември да пуснат и горе долу, какви са били промоциите преди?""",0.3,0.25,0.05,Ок
"""Няма нужда от изблици. Това, което имам предвид лично аз е, че е странно от 43 човека, гласували за книга, само 5 да са обявили вота си. Не виждам причина някой да не сподели за кои заглавия е гласувал. Коментирам поведението на участващите, а не колко трудности/задължения и/или упреци да се вменят на организатора на инициативата… Да не сме в Ретрограден Меркурий, че такива пречки има в комуникацията? И да добавя - супер си е и темата за номинации, и тази за гласуване. Максимално е съобразено всичко с различните възножности/претенции на потребителите/читателите. Дори и с тези, които наистина не си купуват и 1 книга годишно.""",0.6,0.1,0.50,Много надценен
""" Благодаря. 😊 На мен април явно ще ми е месец на Шекспир, защото съм и на ""Сън в лятна нощ"", та също смятам да комбинирам с представлението в Народния.""",0.3,0.15,0.15,Надценен
"""На 26.02, тази сряда, трябваше да бъдем на “Кафе с претенция” в Театъра на армията. Съвсем случайно днес разбираме, че представлението е заменено със “Секс, наркотици и рокендрол”, което вече сме гледали. Смяната на представление честа практика ли е за този театър - знаете ли? Да не говорим колко съм възмутена от липсата на каквото и да било уведомление и потвърждение на това дали сме съгласни или не. Щяхме да се разкарваме в студа напразно. Имате ли представа дали възстановявят парите, защото възнамерявам повече да не стъпя там при такова некоректно отношение! Благодаря на отзовалите се!""",0.6,0.35,0.25,Надценен
"""А на мен ми се гледа “Елизабет или кралицата девственица” с Койна Русева на пловдивския театър. Видях, че спектакълът ще гостува на 2 април в Сфумато, но датата не ми е удобна. Някой да си е взел билети?""",0.3,0.35,-0.05,Ок
"""Явно не го сърби, защото като го съблякох леко го почесвах и не реагира, нито тръгва дам да се чеша. Най - много е по корема и гърба, врата и малко лицето. По ръцете и краката има 4-5 точици.. сега ме хвърлихте в размисъл, че баткото също може да няма алергия към Нурофена, а и при него да е бил обрив от топлина. Защото също се появяваше само като има Т. Дали да му дам тайничко в сока малко Нурофен без да има Т, и ще проверя…""",0.6,0.4,0.20,Надценен
"""Здравейте! На някой да му се намират ""Тихи години"" или ""Хана"" от АЛЕНА МОРНЩАЙНОВА?""",0.3,0.2,0.10,Ок
""" ""Смъртта. Заличава всички различия. Именит войн или просто боец, от Севера или от Юга. Няма значение, накрая тя те застига и пред нея всички са равни."" Джо Абъркромби * Допълвам с още нещо, което много ми хареса, приписват на Марил Стрийп следното обяснение на същността на живота, събрано в 6 изречения: 1. Който е доволен от себе си, не се сравнява с другите. 2. Който не се сравнява с другите, не завижда. 3. Който не завижда, не е огорчен. 4. Който не е огорчен, той е щастлив. 5. Който е щастлив, ще направи повече щастливи някои. 6. Този, който е до себе си с някой друг прави себе си щастлив, той е открил смисъла на живота, без да го търси.""",0.3,0.1,0.20,Надценен
"""Три са при мен книгите пратили ме да слушам музика - гореспоменатите две плюс ""Вундеркинд"" на Н.Грозни. ""Червенокосата"" на О.Памук спокойно можех да я пропусна.""",0.3,0.25,0.05,Ок
"""Моите са с година и 9 месеца разлика. Баткото ходи на ясла, но през седмица боледува и си е вкъщи. Справяме се някак, труден период е, все някога ще мине.""",0.4,0.3,0.10,Ок
"""Ще чакам отзиви аз за ""Изгубената книжарница"" Много ми харесва идеята на историята, както и корицата. Няколко души обаче се оплакаха, че сглобката не е качествена и книгата им се е съсипала. Та ще чакам информация и за текста и за самото книжно тяло 🙄""",0.4,0.35,0.05,Ок
""" 😁😁😂👍 Аз исках да взема за Амстердам, но не стана. А хем бях само 11к на опашката. Добре, че ми светна по средата на цялата драма, че Лондон е с един час по-късно и там отново с 11к уцелих почти точно каквото исках.""",0.3,0.3,0.00,Ок
"""""Гръцко кафе"" я изтеглих оттук: https://annas-archive.org/md5/7b67be0e97e43b12dddf49bf20d57e6a А аз търся ""Вкусни разкази"".""",0.2,0.2,0.00,Ок
"""Не съм и няма да я ваксинирам. Нито себе си. До сега не съм се ваксинирала никога нито срещу грип, нито срещу Ковид и не мисля и да го правя. Познавам много ваксинирани, които си се заразяват и си боледуват и от грип, и от Ковид, въпреки ваксините.""",0.3,0.1,0.20,Надценен
"""Аз съм възхитена от всички книги на Макфадън (без One by one). Все още не съм започнала сагата с прислужницата. Освен, че слушам Моъм, чета на хартия Гришам-Пазителите. !++|IMAGE|++!""",0.3,0.2,0.10,Ок
"""Ами може да се въведат опреден брой книги, които могат да се закупят, за да не се стига дотам.""",0.3,0.1,0.20,Надценен
""" Чисто нова няма как, не издавана от близо 20 години. Може би по антикварните книжарници ще има някой запазен екземпляр, но няма да е като нова от книжарницата.""",0.3,0.3,0.00,Ок
"""Снощи подхвамах ""Бурята"" аз, колко сме единомислещи само 🙂 Книгата за ноември не я чета, че ми е много неудобен пдф формат, много са ми малки буквите. За следващия месец предлагам да четем нещо дето 100% го има електронно в mobi или epub. 🙂""",0.4,0.4,0.00,Ок
""" ” Това е проблемът с амбицията. Когато погледът ти е все нагоре, е много лесно да забравиш, че единственият път надолу от главозамайващата височина е дългото падане.” “Такава е цивилизацията: хората нямат нищо общо и измислят начини да усложнят простите неща.” Джо Абъркромби""",0.2,0.1,0.10,Ок
""" ”Ние всички сме пътници в пустинята на този свят, и най-доброто, което можем да намерим при нашето пътуване, е честен приятел.” Робърт Луис Стивънсън""",0.2,0.1,0.10,Ок
"""———- А за Блу Рондо а ла Турка нещо? [video] https://www.youtube.com/watch?v=j9GgmGLPbWU [/video] Типичен 9/8 тактов размер. Нещо като ""Бяла роза"" 😀 , ама по-бързо. Брубекпо принцип си пада по неравноделни тактове. И да не е спам. [video] https://www.youtube.com/watch?v=Y_9IQsgs4H0 [/video]""",0.3,0.25,0.05,Ок
""" На 2г.5м. И като гледам доста дълго продължава опознаването на заобикалящата среда. Има постоянно желание да пипа и завлича всичко след себе си, което е неподходящо за него.""",0.3,0.3,0.00,Ок
"""По темата с Нарине Абгарян, заинтригува ме ентусиазмът покрай ""Симон"", докато не прочетох колко мъка и тегоба носи романът. Това ме отблъсна в Трите ябълки преди години - разлистваш страниците и си тотално неподготвен за тази тягостна обстановка и чувство. Та, не, благодаря. И не мисля, че тук има връзка с носталгията по селото или не, лично за мен толкова мъка е излишна.""",0.6,0.4,0.20,Надценен
"""Следя за идеи. Моята дъщеря е на 3.4 г и през нощта все още не става да е без. Една нощ пробвах (бях забравила да купя памперси), до 3:30 не спах да я дебна. Накрая съм задрямала, в 4:30 се будя, тя лед студена и изобщо и идея си няма да се усети, че е мокра. Отказах се засега.""",0.6,0.4,0.20,Надценен
""" Интересна е. Има интрига, мафиотски бос, много обрати, братство, екшън и т.н. На мен много ми хареса.""",0.3,0.3,0.00,Ок
""" И двамата актьори имат чудесно присъствие на сцената и добре се вписват в образите си. Аз просто си тръгнах много емоционално натоварена от сюжета, защото всеки един от героите е натоварен с тежки преживявания. Бих му дала средна оценка.""",0.4,0.35,0.05,Ок
"""Колкото до керемидата - моята вече 10-годишна дъщеря бърка Спартак (учат за траките) с Патрик. Вторият, предполагам, е този от ""Спондж Боб Крадратни гащи"".""",0.3,0.2,0.10,Ок
"""Видях я сутринта на бързо. Не съм се задълбочавала. Видях 27 май 2025 и реших,че има време 🙂 Новата поредица ще е за хокеисти до колкото си спомням ,ако нещо не е променила. Пенелопи Уорд пише скучно. Не е като другата Пенелопе 😉 Камората на Кора Райли беше за Лас Вегас ли? Тя по принцип си върви след тези,които се издават. """,0.3,0.35,-0.05,Ок
"""Преди 25 години, като бях в гимназията 😀 имаше такива места, които можеш да наемеш за няколко часа вечер за празнуване на рожден ден… за София това Не знам дали все още и къде има такива""",0.3,0.35,-0.05,Ок
"""Преди 25 години, като бях в гимназията 😀 имаше такива места, които можеш да наемеш за няколко часа вечер за празнуване на рожден ден… за София това Не знам дали все още и къде има такива""",0.3,0.35,-0.05,Ок
"""Мноооого благодаря за изчерпателния отговор, d.lazarov167! Сложих го и него в количката, гледам че в Озон е на добра цена. Навлизам в цяла една нова вселена и въпреки че се поинтересувах, гледах клипчета и т.н., всяко мнение и информация са ми е полезни. Доколкото разбрах, няма грешен начин за четене, но ми се иска цялостно преживяване, с повече детайли и повече намерени easter eggs. 😃""",0.4,0.25,0.15,Надценен
"""Няма да му излезе края на нещата, които не иска да прави - не иска да спи (нито вечер/ нито на обед), не иска да си прибере пръснатите играчки, не искаше да слага яке въобще, после пък искаше да носи само тънкото, не по-дебелото и т.н. Разсейване, обяснения, някаква сделка, но и спи на обяд и си прибира панаирите и с яке излиза.""",0.3,0.4,-0.10,Ок
"""Благодаря за новата тема! 🍀 Аз също не харесах особено ""Кървава луна"" на Виктор Метос. Точно ""адвокатска"" е, не ми допадна стила му на писане. Не знаех, че книгата е част от трилогия, но със сигурност ще пропусна другите две.""",0.4,0.35,0.05,Ок
"""Момичета, ако не бяхте вие в тази тема, изобщо нямаше да разбера за тази програма. Благодаря ви, взех ваучер от озон За 60лв. Ще се поглезя с някоя книжка.""",0.3,0.2,0.10,Ок
"""Много харесвам календарите на издателството. Хубав коледен подарък""",0.3,0.1,0.20,Надценен
"""Приятел буен, враг ли тих, не знам какъв си но повтарям: знай, незаключени врати - най-мъчно, всъщност, се отварят! Дамян Дамянов Душата ми - врата без ключ - готова е по-всяко време добрия гост, макар и чужд, макар и нощен да приеме. Добър ли е… Но ако лош човек на прага й застане, да думка цял ден, цяла нощ, той все там, вън, ще си остане. И без да тропне - само с устни да й прошепне онова, вълшебното, тя ще го пусне. Да я изкърти, ако ще! Познаваща крадци изкусни, вратата ще се заяде и мъртва няма да го пусне. Приятел буен, враг ли тих, не знам какъв си но повтарям: знай, незаключени врати - най-мъчно, всъщност, се отварят! Дамян Дамянов""",0.3,0.1,0.20,Надценен
"""Линковете в Dox също могат да стоят до тяхното изтриване… Експериментирайте малко и ще разберете как се прави …, ще помогна, ако трябва… Успех!""",0.3,0.3,0.00,Ок
"""В анкетата отбелязах третия отговор. Вечер чета по около три часа и все си мисля, че ще се справя с всичко купено и все още непрочетено. В момента чакам книги от четири места, мислех си че от Озон скоро не съм поръчвала. Но прочетох това и погледнах в сайта им. Това горното го бях пропуснала, последната ми поръчка оттам е от 20 март, а ми се струваше от доста време. Значи трябва да сменя отговора в анкетата. 😂""",0.3,0.25,0.05,Ок
""" На 1 април - Трамвай Желание в Младежкия театър От тези двете, които си споменала, мисля, че ще се почустваш като от Идеалният мъж 🙂.""",0.3,0.2,0.10,Ок
"""Започнах да слушам ""Стаено зло"" на Нюджънт. Мудно. Терзанията на Лорънс и Лидия не ме интересуват. И другите ли книги на авторката са такива? Чудя се дали да продължа с тази и дали изобщо да търся други от нея. На мен ""Мъжът от Константинопол"" ми хареса преди време. За слушане би ми била досадна, обаче.""",0.4,0.5,-0.10,Ок
"""Всички сме наясно с раздялата им, аз също бях изненадана, когато го видях, но въпреки това наивно веднага запазих билети. А непосредствено преди закупуването им специално попитах дамата на каса ще се играе ли със сигурност и бях уверЕна, че да. Изключително некоректно. А за политиката им относно връщане на пари sea може да напише епопея…""",0.3,0.3,0.00,Ок
"""За “Аз и ти преди ние” - и аз съм от разочарованите. В Сити Марк от години не сме гледали нищо свястно, всъщност. За “Солунските атентатори” и аз бих се радвала на отзив. Съжалявам, че не успях да взема билети и за премиерата на “Морето след теб” в 199 - свършиха супер бързо и чакам нови дати за януари. Ако някой е успял, моля за отзив и за него!""",0.6,0.3,0.30,Надценен
"""Синът ми иска да става водолаз и някое морско приключение с намиране на потънало съкровище много би му харесало.""",0.3,0.2,0.10,Ок
"""Да спрете с морковите и да опитате пак след месец - два. Може да опитате с друго пюре - напр. тиква (Ако бъркам, моля някоя мама да ме поправи )""",0.4,0.45,-0.05,Ок
"""""Железен пламък"" Ребека Ярос ""Четвърто крило"" криво ляво я прочетох, понеже в библиотеката ми я предложиха по начин, на който не можах да откажа, но втората част ми беше адски досадна. Любимият ми герой Андарна, сякаш поизчезна от повествованието и не можех да се насилвам да я презполовя дори.""",0.3,0.4,-0.10,Ок
"""Детето (3год.) плаче сутринта,защото иска да ходи на градина,а аз му обяснявам,че е болен и ще отидем на лекар.Малко по-късно в аптеката, го приканвам да каже ""довиждане"" на фармацевтката,след като тя го закача и иска да си говори с него.Той не я отрази нещо. -Защо,Ванко,не отговори не лелята и не й каза ""довиждане""? -Не мога кажам,болен съм аз! 😀 Вечерта баща му го пита: -Кой има рд утре,тате? -Мама! -Кой ще има торта и духа свещички? -Аз! 😂""",0.3,0.3,0.00,Ок
""" Напълно разбирам. И аз не мога на Стрей кидс. Пробвах веднъж, не става. 🤗 Ама реших все пак да питам. Мерси на всички за предложенията, малко да се образовам и аз на BTS тема, че така и не успях там да вляза в дълбочина. Дани, стискам палци за билетите. Видях, че цените за концерта на Джин поне изглеждат подобни на останалите групи. Оставям ви това, че албумчето ми хареса и се връщам да слушам. После ще допиша, ако събера сили. [video] https://youtube.com/watch?v=uQiRmG3NJvs&si=b4O_7N7o-swbvc4O [/video] И омг какво ми излезе докато слушах Джин… Извинявайте, но явно днес ми е ден да откривам топлата вода. [video] https://youtu.be/55qd4q-DBis?si=fgnQJixGZNP4L1lc [/video]""",0.4,0.4,0.00,Ок
"""Питахме детето, на 4.5г, като излизат в градината дали всеки път се хващат до едно и също дете. Той обяснява, че както се паднат и едно момче всеки път искало да се хваща за него, но той му казвал, че не иска всеки път. И аз питам защо, нали сте приятели, какво пречи като иска човекът. И той ""Е как, Мамо, представи си да сте с тати в една детска градина и да трябва всеки ден да се хващате за ръка само с него?"" силно възмутен и учуден. Ние си се посмяхме, защото от има няма 15 години си се държим за ръка всеки ден все с него 🤭""",0.3,0.3,0.00,Ок
"""Наистина много често не се разбира какво говорят, затова обичам да сядам напред. Последно през октомври бях седнала по-назад на ""Боклук"" в 199 и трябваше да се напрягам, за да чуя репликите на някои места. А след ""Трамвай Желание"" няколко дами споделиха, че не са чували изобщо на последните редове, при все, че слухът им бил перфектен по техни думи. Аз на първи ред си чувах идеално, естествено, но не съм фактор в случая. Проблемът явно е масов. Благодаря за мненията ви за ""Племе"", май се отказах да го гледам. 🙂""",0.6,0.45,0.15,Надценен
"""М дддааа, след това което прочетох като послеслов единствения урок е, че суетата на е любов, приятелското отношение когато е само то - също. А на продуцент и редактори, че писаха сценарии на гърба на живи хора трябва да им резнат главиците. Жалко много жалко. Но е хубаво, че любов все още съществува. Стига да не я търсиш - тя сама те намира когато и е времето. И ако може не я посрещай с толкова цинизъм. Мои любимки на сезона: Синтия, Клаудия, Роси, Ива, Анета, до някаква степен Любомира. Да живеят естествените мацки! От мъжете нямам фаворити, като признавам, че Мартин ми беше един от най - интересните участници в Игри на Волята, но с такава човешка природа в живота не бих общувала и допуснала до себе си. Тези трима мъже са знак за времето в което живеем, не е толкова просто да ги наречеш умни, тъпи, лоши, добри… Определям ги като неподготвени шубелии пред това да бъдат мъже, с които една истинска жена да изпита трепет и желание за безкрай. 🙂""",0.3,0.2,0.10,Ок
"""И аз имам карта за Сфумато, която още не съм ползвала, но някой ми каза, че не важи за ""Дишай"".""",0.3,0.3,0.00,Ок
"""Здравейте, някой може ли даде мнение за ""Госпожа министершата"", постановка на театър ""София"", но се играе в Младежкия театър?""",0.3,0.2,0.10,Ок
"""""Тайните, които не разкрихме"" много ми хареса. Затворих я и отворих да препрочета ""Доктор Живаго""""",0.3,0.3,0.00,Ок
"""Здравейте, търся ако някой има Съдба, написана с кръв кн 1 на Даниел Л. Дженсън ако някой я има ако може на майл mikimiteva@icloud.com""",0.2,0.1,0.10,Ок
"""Малкия е на 11 години и със сигурност би бил Deadpool ,домашните му любимци за котка, куче и 10 папагала за които се грижи всеки ден и много обича. Справедлив ,добър и емоционално интелигетно дете е 🙂.""",0.4,0.2,0.20,Надценен
"""Дъщеричката ми навърши 1 годинка преди точно 10 дни. Понеже тя е нашето малко чудо, появило се след дълги години борба, приказната героиня, която смятам че й отива е малката фея Камбанка. ❤ С нея задължително трябва да е нашият малък Чихуахуа приятел Тоби, а аз като нейна мама бих я придружила с удоволствие в пътешествията и приключенията й. Още по-голямо удоволствие за нас обаче ще е ако може към нас да се присъедини и нашия татко. 😍 ❤""",0.3,0.2,0.10,Ок
"""Ох, успокоих се, че не само на мен не ми е допаднало Възвишение … Тежък език и псувни на всяка дума, което не намирам за никак забавно… Приключих "" Никога не ме лъжи "". Бях убедена кой е убиеца до самия край и бам, изненада! Не е някакъв шедьовър, но определено ми висна ченето хахах Почнах "" Анна Комнина "", но нещо не ме грабнаха първите 3 страници. Не съм се отказала, но явно не съм на такава вълна сега. После се опитах да зачета "" Облакът Кукуландия "" и там същото… И накрая се спрях на "" Не тук и не сега "". Явно съм на вълна трилъри и не мисля да се боря с този ми порив 😀""",0.6,0.4,0.20,Надценен
"""Дефинирай осъзната възраст? По какви критерии? И къде видя проблем с отделянето? Щото някои и на 25 не са осъзнати… Говориш много относително и си ги нагласяш. Има деца лягат и заспиват. Има и такива, които не го правят. Докато не ти се падне обратната страна на монетата, явно си много силна в изказите .. А за да не се притесняваш, на 18 е в момента и с кое гадже спи в леглото си е негова работа .. не спи с нас на спалнята мнооого отдавна 😁 и драма да се отдели не е имал никаква. Та проблем в осъзната възраст няма, не се тревожи.""",0.3,0.1,0.20,Надценен
""" И аз събирам кооператори за Колибри (80лв безп.дост) и евентуално Артлайн. За Озон ги събрах😁 (до кога са)? Пп.София""",0.3,0.15,0.15,Надценен
""" Миж , значи не е в мен проблема 🙂 Вчера точно се чудих да намаля ли оценката, да я вдигна ли… Да, много ми стана мъчно за Мартин, това е голяма тежест. Аз чакам с нетърпение да издадат следващата на Дъгони, много искам да продължат поредицата. Много е хубава.""",0.3,0.15,0.15,Надценен
"""звярът много харесва една, но главно заради това, че е с 'чудовища', които тя просто наистина много харесва. 'лов на таласъми'. на вас сигурно ще ви е бебешка, щом играе доста игри. ние чакаме да порасне малко, за да играем аркам, игра на тронове и настолния wow.""",0.4,0.35,0.05,Ок
"""Прочетох ""Аз, Анна Комнина"" . Хареса ми книгата, но към края как ме издразни героинята… сройлер умна жена, а не оцени мъжа си и тръгна да заговорничи срещу брат си""",0.3,0.25,0.05,Ок
""" Благодаря много! За мен това, че приказката ми ти е харесала, е невероятен стимул да продължа да пиша тази история и да я доведа до нейния логичен край. Третата част - историята на Аалин вече е допълнена, така че да даде старт на четвъртата. Тя вече наистина ще е последната, защото отново ще се срещнем с Тедж и Мая, които ще са изправени пред политическа и емоционална криза, породена от враг в сянка, а Аалин ще трябва сама да реши съдбата си ( а заедно с нея и мира между хората и драконите) - да последва късно осъзнатата си любов, предавайки династията като навремето Арасаи или да се смири, приемайки съдбата на Наата. Мая ще присъства активно в четвъртата книга /втората книжна/, макар и 50 годишна( обаче изглежда като на 30 години). Отрицателен образ има, дори са три на брой. Този път злото ще е наистина зло, породено от болни амбиции, стари обиди, нереализирани грандомански мечти и обсесията по една отхвърлена любов. Абе… общо взето текста на Face to Face /Siouxsie And The Banshees/, е голям спойлер за замисленото от мен. Face to face My lovely foe Mouth to mouth Raining heaven's blows Hand on heart Tic tac toe Under the stars Naked as we flow Cheek to cheek The bitter sweet Commit your crime in your deadly time Commit your crime in your deadly time It's too divine I want to bend I want this bliss but something says I must resist Another life Another time We're Siamese twins writhing intertwined Face to face No telling lies The masks they slide to reveal a new disguise You never can win It's the state I'm in This danger thrills and my conflict kills They say follow your heart Follow it through But how can you When you're split in two? And you'll never know You'll never know One more kiss Before we die Face to face And dream of flying Who are you? Who am I? Wind in wings Two angels falling To die like this With a last kiss It's falsehood's flame It's a crying shame Face to face The passions breathe I hate to stay but then I hate to leave And you'll never know You'll never know""",0.3,0.3,0.00,Ок
